set,series,number,name,rarity,types,hp,image_small,is_ex,popularity,tcgplayer_price,cardmarket_price_eur,price,predicted_price,residual_log,verdict,confident,pull_cost,pull_score,pct_change_7d,pct_change_30d
Legendary Collection,Other,56,Nidorino,Uncommon,Grass,60.0,https://images.pokemontcg.io/base6/56.png,0,3.0,3.37,1.55,3.37,2.6,0.26,fair,True,,,0.0,
Diamond & Pearl,Diamond & Pearl,116,Warp Point,Uncommon,,0.0,https://images.pokemontcg.io/dp1/116.png,0,3.0,0.68,0.21,0.68,0.52,0.26,fair,True,,,0.0,
Black Bolt,Scarlet & Violet,113,Tynamo,Illustration Rare,Lightning,40.0,https://images.pokemontcg.io/zsv10pt5/113.png,0,3.0,16.48,12.75,16.48,12.69,0.26,fair,True,,,-5.8,
Team Rocket Returns,EX,4,Dark Electrode,Rare Holo,Lightning/Darkness,70.0,https://images.pokemontcg.io/ex7/4.png,0,3.0,91.06,25.41,91.06,70.12,0.26,fair,True,,,0.1,
Chilling Reign,Sword & Shield,116,Porygon,Common,Colorless,60.0,https://images.pokemontcg.io/swsh6/116.png,0,3.0,0.17,0.03,0.17,0.13,0.26,fair,True,,,6.3,
Lost Thunder,Sun & Moon,209,Judge,Rare Ultra,,0.0,https://images.pokemontcg.io/sm8/209.png,0,3.0,65.4,19.45,65.4,50.34,0.26,fair,True,,,-1.8,
Stellar Crown,Scarlet & Violet,79,Medicham,Common,Fighting,110.0,https://images.pokemontcg.io/sv7/79.png,0,3.0,0.15,0.05,0.15,0.12,0.26,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,16,Lokix,Common,Grass,110.0,https://images.pokemontcg.io/sv7/16.png,0,3.0,0.15,0.04,0.15,0.12,0.26,fair,True,,,0.0,
Ancient Origins,XY,70,Ampharos Spirit Link,Uncommon,,0.0,https://images.pokemontcg.io/xy7/70.png,0,3.0,0.31,0.15,0.31,0.24,0.26,fair,True,,,0.0,
Ancient Origins,XY,77,Lucky Helmet,Uncommon,,0.0,https://images.pokemontcg.io/xy7/77.png,0,3.0,0.31,0.15,0.31,0.24,0.26,fair,True,,,3.3,
Celestial Storm,Sun & Moon,154,Articuno-GX,Rare Ultra,Water,170.0,https://images.pokemontcg.io/sm7/154.png,0,3.0,34.1,25.65,34.1,26.24,0.26,fair,True,,,2.1,
Skyridge,E-Card,62,Growlithe,Common,Fire,50.0,https://images.pokemontcg.io/ecard3/62.png,0,3.0,33.06,2.64,33.06,25.43,0.26,fair,True,,,-3.1,
Brilliant Stars,Sword & Shield,86,Sneasel,Common,Darkness,70.0,https://images.pokemontcg.io/swsh9/86.png,0,3.0,0.15,0.02,0.15,0.12,0.26,fair,True,,,-6.3,
Brilliant Stars,Sword & Shield,107,Gible,Common,Dragon,70.0,https://images.pokemontcg.io/swsh9/107.png,0,3.0,0.15,0.04,0.15,0.12,0.26,fair,True,,,15.4,
Unbroken Bonds,Sun & Moon,142,Aromatisse,Rare,Fairy,90.0,https://images.pokemontcg.io/sm10/142.png,0,3.0,0.97,0.88,0.97,0.75,0.26,fair,True,,,-1.0,
Surging Sparks,Scarlet & Violet,119,Hydreigon ex,Double Rare,Darkness,330.0,https://images.pokemontcg.io/sv8/119.png,1,3.0,0.81,0.95,0.81,0.62,0.26,fair,True,,,-13.8,
Neo Discovery,Neo,48,Unown [F],Uncommon,Psychic,40.0,https://images.pokemontcg.io/neo2/48.png,0,3.0,2.13,1.11,2.13,1.64,0.26,fair,True,,,2.9,
Neo Genesis,Neo,92,Card-Flip Game,Uncommon,,0.0,https://images.pokemontcg.io/neo1/92.png,0,3.0,1.72,0.92,1.72,1.32,0.26,fair,True,,,1.8,
Burning Shadows,Sun & Moon,108,Bouffalant,Uncommon,Colorless,120.0,https://images.pokemontcg.io/sm3/108.png,0,3.0,0.19,0.04,0.19,0.15,0.26,fair,True,,,5.6,
Evolving Skies,Sword & Shield,132,Swablu,Common,Colorless,50.0,https://images.pokemontcg.io/swsh7/132.png,0,3.0,0.14,0.04,0.14,0.11,0.26,fair,True,,,-6.7,
Team Up,Sun & Moon,123,Pidgeotto,Common,Colorless,60.0,https://images.pokemontcg.io/sm9/123.png,0,3.0,0.42,0.44,0.42,0.32,0.26,fair,True,,,-4.5,
POP Series 8,POP,10,Rare Candy,Uncommon,,0.0,https://images.pokemontcg.io/pop8/10.png,0,3.0,7.9,3.08,7.9,6.07,0.26,fair,True,,,0.0,
Temporal Forces,Scarlet & Violet,123,Raging Bolt ex,Double Rare,Dragon,240.0,https://images.pokemontcg.io/sv5/123.png,1,5.5,1.48,1.61,1.48,1.14,0.26,fair,True,,,12.1,
Destined Rivals,Scarlet & Violet,5,Shroomish,Common,Grass,60.0,https://images.pokemontcg.io/sv10/5.png,0,3.0,0.2,0.04,0.2,0.15,0.26,fair,True,,,11.1,
Aquapolis,E-Card,100,Phanpy,Common,Fighting,40.0,https://images.pokemontcg.io/ecard2/100.png,0,3.0,14.52,1.22,14.52,11.16,0.26,fair,True,,,0.0,
Chilling Reign,Sword & Shield,47,Mareep,Common,Lightning,70.0,https://images.pokemontcg.io/swsh6/47.png,0,3.0,0.16,0.05,0.16,0.12,0.26,fair,True,,,6.7,
Lost Thunder,Sun & Moon,120,Umbreon,Rare,Darkness,110.0,https://images.pokemontcg.io/sm8/120.png,0,10.0,10.81,13.66,10.81,8.3,0.26,fair,True,,,5.0,
Gym Heroes,Gym,1,Blaine's Moltres,Rare Holo,Fire,90.0,https://images.pokemontcg.io/gym1/1.png,0,3.0,243.32,96.61,243.32,186.88,0.26,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,67,Dachsbun ex,Double Rare,Psychic,250.0,https://images.pokemontcg.io/sv7/67.png,1,3.0,1.33,0.78,1.33,1.02,0.26,fair,True,,,-2.9,
SWSH Black Star Promos,Sword & Shield,SWSH203,Umbreon V,Promo,Darkness,200.0,https://images.pokemontcg.io/swshp/SWSH203.png,0,3.0,5.52,20.79,5.52,4.24,0.26,fair,True,,,11.1,
Black Bolt,Scarlet & Violet,114,Eelektrik,Illustration Rare,Lightning,90.0,https://images.pokemontcg.io/zsv10pt5/114.png,0,3.0,21.59,15.72,21.59,16.57,0.26,fair,True,,,0.6,
Forbidden Light,Sun & Moon,122,Lucario-GX,Rare Ultra,Fighting,210.0,https://images.pokemontcg.io/sm6/122.png,0,3.0,34.44,18.17,34.44,26.44,0.26,fair,True,,,0.3,
Gym Challenge,Gym,18,Giovanni,Rare Holo,,0.0,https://images.pokemontcg.io/gym2/18.png,0,3.0,99.09,56.0,99.09,76.05,0.26,fair,True,,,0.0,
Evolutions,XY,41,Electabuzz,Common,Lightning,70.0,https://images.pokemontcg.io/xy12/41.png,0,3.0,0.24,0.02,0.24,0.18,0.26,fair,True,,,9.1,
Neo Genesis,Neo,111,Water Energy,Unknown,,0.0,https://images.pokemontcg.io/neo1/111.png,0,3.0,0.61,0.34,0.61,0.47,0.26,,False,,,5.2,
Silver Tempest Trainer Gallery,Sword & Shield,TG01,Braixen,Trainer Gallery Rare Holo,Fire,90.0,https://images.pokemontcg.io/swsh12tg/TG01.png,0,3.0,5.48,3.81,5.48,4.2,0.27,fair,True,,,-5.7,
Team Up,Sun & Moon,156,Viridian Forest,Uncommon,,0.0,https://images.pokemontcg.io/sm9/156.png,0,3.0,0.34,0.27,0.34,0.26,0.27,fair,True,,,0.0,
Shining Legends,Sun & Moon,40,Shining Mew,Rare Shining,Psychic,30.0,https://images.pokemontcg.io/sm35/40.png,0,3.0,186.69,71.91,186.69,143.21,0.27,fair,True,,,-0.2,
Supreme Victors,Platinum,142,Blaziken FB LV.X,Rare Holo LV.X,Fire,110.0,https://images.pokemontcg.io/pl3/142.png,0,3.0,158.77,27.52,158.77,121.78,0.27,fair,True,,,35.5,
BREAKthrough,XY,112,Noivern,Rare,Dragon,100.0,https://images.pokemontcg.io/xy8/112.png,0,3.0,0.48,0.5,0.48,0.37,0.27,fair,True,,,2.1,
Prismatic Evolutions,Scarlet & Violet,74,Eevee,Common,Colorless,50.0,https://images.pokemontcg.io/sv8pt5/74.png,0,8.0,0.24,,0.24,0.18,0.27,fair,True,,,-7.7,
SM Black Star Promos,Sun & Moon,SM221,Blacephalon,Promo,Psychic,110.0,https://images.pokemontcg.io/smp/SM221.png,0,3.0,11.12,9.26,11.12,8.53,0.27,fair,True,,,1.1,
Prismatic Evolutions,Scarlet & Violet,112,Janine's Secret Art,Uncommon,,0.0,https://images.pokemontcg.io/sv8pt5/112.png,0,5.0,0.2,,0.2,0.15,0.27,fair,True,,,33.3,
Paldea Evolved,Scarlet & Violet,148,Corviknight,Uncommon,Metal,170.0,https://images.pokemontcg.io/sv2/148.png,0,3.0,0.12,0.04,0.12,0.09,0.27,fair,True,,,9.1,
Ultra Prism,Sun & Moon,134,Unidentified Fossil,Uncommon,,60.0,https://images.pokemontcg.io/sm5/134.png,0,3.0,0.23,0.11,0.23,0.18,0.27,fair,True,,,-4.2,
Delta Species,EX,65,Dratini δ,Common,Lightning,50.0,https://images.pokemontcg.io/ex11/65.png,0,3.0,3.15,0.84,3.15,2.41,0.27,fair,True,,,1.0,
Neo Genesis,Neo,105,Recycle Energy,Rare,,0.0,https://images.pokemontcg.io/neo1/105.png,0,3.0,5.27,3.22,5.27,4.04,0.27,fair,True,,,0.0,
Shining Fates,Sword & Shield,2,Yanmega,Rare,Grass,120.0,https://images.pokemontcg.io/swsh45/2.png,0,3.0,0.15,0.1,0.15,0.11,0.27,fair,True,,,0.0,
Shining Fates,Sword & Shield,16,Zarude,Rare,Grass,120.0,https://images.pokemontcg.io/swsh45/16.png,0,3.0,0.15,0.11,0.15,0.11,0.27,fair,True,,,0.0,
Base Set 2,Base,6,Clefairy,Rare Holo,Colorless,40.0,https://images.pokemontcg.io/base4/6.png,0,3.0,27.76,14.88,27.76,21.28,0.27,fair,True,,,-0.5,
Paldea Evolved,Scarlet & Violet,3,Jumpluff,Rare,Grass,90.0,https://images.pokemontcg.io/sv2/3.png,0,3.0,0.22,0.09,0.22,0.17,0.27,fair,True,,,-24.1,
Paldean Fates,Scarlet & Violet,34,Cottonee,Common,Psychic,60.0,https://images.pokemontcg.io/sv4pt5/34.png,0,3.0,0.11,0.04,0.11,0.08,0.27,fair,True,,,22.2,
Legendary Collection,Other,76,Gastly,Common,Psychic,50.0,https://images.pokemontcg.io/base6/76.png,0,3.0,1.38,1.53,1.38,1.06,0.27,fair,True,,,0.0,
Celestial Storm,Sun & Moon,129,Energy Switch,Uncommon,,0.0,https://images.pokemontcg.io/sm7/129.png,0,3.0,0.4,1.0,0.4,0.31,0.27,fair,True,,,-2.4,
Aquapolis,E-Card,H23,Steelix,Rare Holo,Metal,100.0,https://images.pokemontcg.io/ecard2/H23.png,0,3.0,339.95,157.8,339.95,260.44,0.27,fair,True,,,0.0,
Forbidden Light,Sun & Moon,80,Guzzlord,Rare Holo,Darkness,160.0,https://images.pokemontcg.io/sm6/80.png,0,3.0,4.07,1.12,4.07,3.12,0.27,fair,True,,,1.2,
Scarlet & Violet Black Star Promos,Scarlet & Violet,154,Indeedee,Promo,Psychic,100.0,https://images.pokemontcg.io/svp/154.png,0,3.0,3.73,5.24,3.73,2.86,0.27,fair,True,,,2.8,
Platinum,Platinum,59,Prinplup,Uncommon,Water,80.0,https://images.pokemontcg.io/pl1/59.png,0,3.0,1.26,0.41,1.26,0.97,0.27,fair,True,,,0.0,
151,Scarlet & Violet,164,Protective Goggles,Uncommon,,0.0,https://images.pokemontcg.io/sv3pt5/164.png,0,3.0,0.23,0.09,0.23,0.18,0.27,fair,True,,,0.0,
White Flare,Scarlet & Violet,22,Dewott,Common,Water,100.0,https://images.pokemontcg.io/rsv10pt5/22.png,0,3.0,0.15,0.05,0.15,0.11,0.27,fair,True,,,7.1,
Twilight Masquerade,Scarlet & Violet,214,Greninja ex,Special Illustration Rare,Fighting,310.0,https://images.pokemontcg.io/sv6/214.png,1,3.0,344.98,223.93,344.98,264.16,0.27,fair,True,,,-2.6,
Call of Legends,HeartGold & SoulSilver,27,Meganium,Rare,Grass,130.0,https://images.pokemontcg.io/col1/27.png,0,3.0,4.99,2.47,4.99,3.82,0.27,fair,True,,,0.0,
Sun & Moon,Sun & Moon,124,Poison Barb,Uncommon,,0.0,https://images.pokemontcg.io/sm1/124.png,0,3.0,0.24,0.07,0.24,0.18,0.27,fair,True,,,4.3,
POP Series 2,POP,8,Mr. Briney's Compassion,Uncommon,,0.0,https://images.pokemontcg.io/pop2/8.png,0,3.0,14.77,5.69,14.77,11.31,0.27,,False,,,1.4,
Prismatic Evolutions,Scarlet & Violet,33,Espeon,Rare,Psychic,110.0,https://images.pokemontcg.io/sv8pt5/33.png,0,9.0,0.51,,0.51,0.39,0.27,fair,True,,,13.3,
Paradox Rift,Scarlet & Violet,88,Gimmighoul,Common,Psychic,70.0,https://images.pokemontcg.io/sv4/88.png,0,3.0,0.16,0.05,0.16,0.12,0.27,fair,True,,,0.0,
Paradox Rift,Scarlet & Violet,47,Wimpod,Common,Water,70.0,https://images.pokemontcg.io/sv4/47.png,0,3.0,0.16,0.03,0.16,0.12,0.27,fair,True,,,0.0,
XY,XY,12,Chespin,Common,Grass,60.0,https://images.pokemontcg.io/xy1/12.png,0,3.0,0.4,0.2,0.4,0.31,0.27,fair,True,,,0.0,
Scarlet & Violet,Scarlet & Violet,203,Armarouge,Illustration Rare,Fire,130.0,https://images.pokemontcg.io/sv1/203.png,0,3.0,14.29,9.97,14.29,10.94,0.27,fair,True,,,-1.0,
Destined Rivals,Scarlet & Violet,52,Cynthia's Feebas,Common,Water,30.0,https://images.pokemontcg.io/sv10/52.png,0,3.0,0.21,0.06,0.21,0.16,0.27,fair,True,,,23.5,
Aquapolis,E-Card,39,Togetic,Rare,Colorless,60.0,https://images.pokemontcg.io/ecard2/39.png,0,3.0,33.24,6.96,33.24,25.43,0.27,fair,True,,,0.0,
Neo Discovery,Neo,66,Tyrogue,Common,Fighting,30.0,https://images.pokemontcg.io/neo2/66.png,0,3.0,0.98,0.47,0.98,0.75,0.27,fair,True,,,-4.9,
Next Destinies,Black & White,98,Mewtwo-EX,Rare Ultra,Psychic,170.0,https://images.pokemontcg.io/bw4/98.png,0,3.0,261.81,50.84,261.81,200.28,0.27,fair,True,,,0.0,
Cosmic Eclipse,Sun & Moon,54,Piplup,Common,Water,60.0,https://images.pokemontcg.io/sm12/54.png,0,3.0,0.38,0.07,0.38,0.29,0.27,fair,True,,,2.7,
Cosmic Eclipse,Sun & Moon,123,Rockruff,Common,Fighting,60.0,https://images.pokemontcg.io/sm12/123.png,0,3.0,0.38,0.14,0.38,0.29,0.27,fair,True,,,-2.6,
Plasma Freeze,Black & White,85,Latias-EX,Rare Holo EX,Dragon,160.0,https://images.pokemontcg.io/bw9/85.png,0,3.0,50.11,14.05,50.11,38.32,0.27,fair,True,,,0.0,
Battle Styles,Sword & Shield,173,Cheryl,Rare Rainbow,,0.0,https://images.pokemontcg.io/swsh5/173.png,0,3.0,7.81,7.61,7.81,5.97,0.27,fair,True,,,1.6,
Battle Styles,Sword & Shield,174,Korrina's Focus,Rare Rainbow,,0.0,https://images.pokemontcg.io/swsh5/174.png,0,3.0,7.81,6.37,7.81,5.97,0.27,fair,True,,,0.5,
Rising Rivals,Platinum,41,Glaceon,Uncommon,Water,80.0,https://images.pokemontcg.io/pl2/41.png,0,8.5,7.3,1.15,7.3,5.58,0.27,fair,True,,,1.8,
Aquapolis,E-Card,16,Hypno,Rare,Psychic,80.0,https://images.pokemontcg.io/ecard2/16.png,0,3.0,41.16,11.98,41.16,31.47,0.27,fair,True,,,0.0,
Steam Siege,XY,111,Gardevoir-EX,Rare Ultra,Fairy,170.0,https://images.pokemontcg.io/xy11/111.png,0,3.0,25.7,12.01,25.7,19.65,0.27,fair,True,,,-0.7,
Twilight Masquerade,Scarlet & Violet,78,Clefairy,Common,Psychic,60.0,https://images.pokemontcg.io/sv6/78.png,0,3.0,0.16,0.02,0.16,0.12,0.27,fair,True,,,-15.8,
Twilight Masquerade,Scarlet & Violet,137,Aipom,Common,Colorless,60.0,https://images.pokemontcg.io/sv6/137.png,0,3.0,0.16,0.03,0.16,0.12,0.27,fair,True,,,33.3,
Kalos Starter Set,XY,4,Quilladin,Unknown,Grass,90.0,https://images.pokemontcg.io/xy0/4.png,0,3.0,2.76,0.77,2.76,2.11,0.27,fair,True,,,0.0,
Prismatic Evolutions,Scarlet & Violet,10,Dipplin,Uncommon,Grass,80.0,https://images.pokemontcg.io/sv8pt5/10.png,0,3.0,0.11,,0.11,0.08,0.27,fair,True,,,-15.4,
Scarlet & Violet Promos,Scarlet & Violet,183,Lillie's Ribombee,Promo,Psychic,70.0,https://images.pokemontcg.io/svp/183.png,0,4.5,4.94,14.79,4.94,3.78,0.27,fair,True,,,-1.6,
Paldea Evolved,Scarlet & Violet,261,Chien-Pao ex,Special Illustration Rare,Water,220.0,https://images.pokemontcg.io/sv2/261.png,1,3.0,29.52,18.69,29.52,22.56,0.27,fair,True,,,-0.3,
Diamond & Pearl,Diamond & Pearl,38,Steelix,Rare,Metal,110.0,https://images.pokemontcg.io/dp1/38.png,0,3.0,3.82,1.36,3.82,2.92,0.27,fair,True,,,12.0,
Neo Destiny,Neo,57,Unown [C],Uncommon,Psychic,40.0,https://images.pokemontcg.io/neo4/57.png,0,3.0,7.91,5.68,7.91,6.05,0.27,fair,True,,,0.3,
Forbidden Light,Sun & Moon,74,Diancie ◇,Rare Prism Star,Fighting,120.0,https://images.pokemontcg.io/sm6/74.png,0,3.0,6.75,3.59,6.75,5.16,0.27,,False,,,1.0,
Double Crisis,XY,14,Team Magma's Aggron,Rare Holo,Fighting,140.0,https://images.pokemontcg.io/dc1/14.png,0,3.0,3.33,5.25,3.33,2.54,0.27,fair,True,,,-0.9,
Shining Legends,Sun & Moon,5,Breloom,Common,Grass,110.0,https://images.pokemontcg.io/sm35/5.png,0,3.0,0.26,0.08,0.26,0.2,0.27,fair,True,,,4.0,
POP Series 9,POP,13,Chimchar,Common,Fire,40.0,https://images.pokemontcg.io/pop9/13.png,0,3.0,1.01,3.92,1.01,0.77,0.27,fair,True,,,-1.0,
Crimson Invasion,Sun & Moon,76,Hakamo-o,Uncommon,Dragon,90.0,https://images.pokemontcg.io/sm4/76.png,0,3.0,0.27,0.06,0.27,0.21,0.27,fair,True,,,-3.6,
Hidden Fates Shiny Vault,Sun & Moon,SV50,Ho-Oh-GX,Rare Shiny GX,Fire,190.0,https://images.pokemontcg.io/sma/SV50.png,0,3.0,38.0,26.2,38.0,29.02,0.27,fair,True,,,-0.1,
Unseen Forces,EX,117,Celebi ex,Rare Secret,Grass,70.0,https://images.pokemontcg.io/ex10/117.png,1,3.0,370.0,291.82,370.0,282.5,0.27,,False,,,0.0,
Delta Species,EX,70,Holon's Magnemite,Common,Metal,40.0,https://images.pokemontcg.io/ex11/70.png,0,3.0,1.68,0.49,1.68,1.28,0.27,fair,True,,,0.6,
Crown Zenith Galarian Gallery,Sword & Shield,GG31,Turtwig,Trainer Gallery Rare Holo,Grass,80.0,https://images.pokemontcg.io/swsh12pt5gg/GG31.png,0,3.0,11.47,6.47,11.47,8.76,0.27,fair,True,,,4.1,
Unseen Forces,EX,106,Meganium ex,Rare Holo EX,Grass,150.0,https://images.pokemontcg.io/ex10/106.png,1,3.0,275.26,21.02,275.26,210.09,0.27,fair,True,,,0.0,
BREAKthrough,XY,161,Brigette,Rare Ultra,,0.0,https://images.pokemontcg.io/xy8/161.png,0,3.0,36.89,26.2,36.89,28.16,0.27,fair,True,,,0.0,
Fusion Strike,Sword & Shield,213,Lopunny,Uncommon,Colorless,110.0,https://images.pokemontcg.io/swsh8/213.png,0,3.0,0.15,0.04,0.15,0.11,0.27,fair,True,,,0.0,
Furious Fists,XY,110,Fossil Researcher,Rare Ultra,,0.0,https://images.pokemontcg.io/xy3/110.png,0,3.0,36.99,20.18,36.99,28.23,0.27,fair,True,,,1.5,
Twilight Masquerade,Scarlet & Violet,74,Bellibolt,Uncommon,Lightning,140.0,https://images.pokemontcg.io/sv6/74.png,0,3.0,0.17,0.02,0.17,0.13,0.27,fair,True,,,13.3,
Hidden Fates Shiny Vault,Sun & Moon,SV84,Guzma,Rare Ultra,,0.0,https://images.pokemontcg.io/sma/SV84.png,0,3.0,22.63,14.46,22.63,17.26,0.27,,False,,,-0.6,
Evolving Skies,Sword & Shield,12,Crustle,Uncommon,Grass,130.0,https://images.pokemontcg.io/swsh7/12.png,0,3.0,0.13,0.03,0.13,0.1,0.27,fair,True,,,-7.1,
White Flare,Scarlet & Violet,91,Deerling,Illustration Rare,Grass,70.0,https://images.pokemontcg.io/rsv10pt5/91.png,0,3.0,21.08,9.23,21.08,16.08,0.27,fair,True,,,-3.6,
Wizards Black Star Promos,Base,10,Meowth,Promo,Colorless,50.0,https://images.pokemontcg.io/basep/10.png,0,3.0,65.57,13.71,65.57,49.99,0.27,fair,True,,,0.0,
Emerald,EX,100,Registeel ex,Rare Holo EX,Metal,90.0,https://images.pokemontcg.io/ex9/100.png,1,3.0,165.11,60.37,165.11,125.84,0.27,fair,True,,,-2.0,
McDonald's Collection 2012,Other,9,Purrloin,Unknown,Darkness,60.0,https://images.pokemontcg.io/mcd12/9.png,0,3.0,14.94,22.01,14.94,11.39,0.27,fair,True,,,-1.3,
Destined Rivals,Scarlet & Violet,49,Misty's Gyarados,Rare,Water,180.0,https://images.pokemontcg.io/sv10/49.png,0,3.0,0.3,0.12,0.3,0.23,0.27,fair,True,,,-14.3,
Destined Rivals,Scarlet & Violet,118,Team Rocket's Nidorino,Common,Darkness,100.0,https://images.pokemontcg.io/sv10/118.png,0,3.0,0.19,0.04,0.19,0.14,0.27,fair,True,,,-13.6,
Stellar Crown,Scarlet & Violet,94,Impidimp,Common,Darkness,70.0,https://images.pokemontcg.io/sv7/94.png,0,3.0,0.18,0.06,0.18,0.14,0.27,fair,True,,,-18.2,
Stellar Crown,Scarlet & Violet,33,Marill,Common,Water,70.0,https://images.pokemontcg.io/sv7/33.png,0,3.0,0.18,0.03,0.18,0.14,0.27,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,26,Scorbunny,Common,Fire,70.0,https://images.pokemontcg.io/sv7/26.png,0,3.0,0.18,0.02,0.18,0.14,0.27,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,124,Wooloo,Common,Colorless,70.0,https://images.pokemontcg.io/sv7/124.png,0,3.0,0.18,0.03,0.18,0.14,0.27,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,91,Gulpin,Common,Darkness,70.0,https://images.pokemontcg.io/sv7/91.png,0,3.0,0.18,0.05,0.18,0.14,0.27,fair,True,,,-5.3,
Ruby & Sapphire,EX,3,Blaziken,Rare Holo,Fire,100.0,https://images.pokemontcg.io/ex1/3.png,0,4.5,89.39,16.87,89.39,68.1,0.27,fair,True,,,8.9,
Phantasmal Flames,Mega Evolution,82,Linoone,Uncommon,Colorless,100.0,https://images.pokemontcg.io/me2/82.png,0,3.0,0.11,,0.11,0.08,0.27,fair,True,,,-15.4,
Lost Origin Trainer Gallery,Sword & Shield,TG22,Eternatus VMAX,Rare Holo VMAX,Darkness,340.0,https://images.pokemontcg.io/swsh11tg/TG22.png,0,3.0,13.23,14.74,13.23,10.07,0.27,,False,,,3.4,
Expedition Base Set,E-Card,105,Cyndaquil,Common,Fire,50.0,https://images.pokemontcg.io/ecard1/105.png,0,3.0,14.07,6.15,14.07,10.71,0.27,fair,True,,,1.9,
Journey Together,Scarlet & Violet,59,Shuppet,Common,Psychic,60.0,https://images.pokemontcg.io/sv9/59.png,0,3.0,0.17,0.03,0.17,0.13,0.27,fair,True,,,6.3,
Journey Together,Scarlet & Violet,9,Karrablast,Common,Grass,60.0,https://images.pokemontcg.io/sv9/9.png,0,3.0,0.17,0.03,0.17,0.13,0.27,fair,True,,,6.3,
Journey Together,Scarlet & Violet,83,Pancham,Common,Fighting,60.0,https://images.pokemontcg.io/sv9/83.png,0,3.0,0.17,0.03,0.17,0.13,0.27,fair,True,,,6.3,
Sun & Moon,Sun & Moon,51,Charjabug,Uncommon,Lightning,90.0,https://images.pokemontcg.io/sm1/51.png,0,3.0,0.23,0.06,0.23,0.18,0.27,fair,True,,,4.5,
Champion's Path,Sword & Shield,20,Hatterene,Rare Holo,Psychic,150.0,https://images.pokemontcg.io/swsh35/20.png,0,3.0,0.29,0.34,0.29,0.22,0.27,fair,True,,,20.8,
Evolutions,XY,103,Mewtwo-EX,Rare Ultra,Psychic,180.0,https://images.pokemontcg.io/xy12/103.png,0,3.0,46.61,26.0,46.61,35.47,0.27,fair,True,,,2.3,
Fusion Strike,Sword & Shield,106,Toxel,Common,Lightning,60.0,https://images.pokemontcg.io/swsh8/106.png,0,3.0,0.14,0.03,0.14,0.11,0.27,fair,True,,,-6.7,
Fusion Strike,Sword & Shield,219,Rookidee,Common,Colorless,60.0,https://images.pokemontcg.io/swsh8/219.png,0,3.0,0.14,0.04,0.14,0.11,0.27,fair,True,,,7.7,
Fusion Strike,Sword & Shield,214,Bunnelby,Common,Colorless,60.0,https://images.pokemontcg.io/swsh8/214.png,0,3.0,0.14,0.04,0.14,0.11,0.27,fair,True,,,16.7,
Destined Rivals,Scarlet & Violet,70,Team Rocket's Zapdos,Rare,Lightning,120.0,https://images.pokemontcg.io/sv10/70.png,0,3.0,0.25,0.08,0.25,0.19,0.27,fair,True,,,-3.8,
Great Encounters,Diamond & Pearl,55,Togetic,Uncommon,Colorless,70.0,https://images.pokemontcg.io/dp4/55.png,0,3.0,1.18,0.3,1.18,0.9,0.27,fair,True,,,0.0,
Brilliant Stars,Sword & Shield,183,Galarian Moltres V,Rare Secret,Darkness,220.0,https://images.pokemontcg.io/swsh9/183.png,0,3.0,21.91,14.77,21.91,16.67,0.27,fair,True,,,3.6,
Next Destinies,Black & White,97,Zekrom-EX,Rare Ultra,Lightning,180.0,https://images.pokemontcg.io/bw4/97.png,0,3.0,269.98,43.78,269.98,205.35,0.27,fair,True,,,0.0,
Pokémon GO,Sword & Shield,69,Rare Candy,Uncommon,,0.0,https://images.pokemontcg.io/pgo/69.png,0,3.0,0.2,0.06,0.2,0.15,0.27,fair,True,,,0.0,
Fossil,Base,10,Lapras,Rare Holo,Water,80.0,https://images.pokemontcg.io/base3/10.png,0,3.0,210.44,10.39,210.44,159.99,0.27,fair,True,,,2.4,
Hidden Fates,Sun & Moon,44,Moltres & Zapdos & Articuno-GX,Rare Holo GX,Colorless,300.0,https://images.pokemontcg.io/sm115/44.png,0,3.0,49.33,37.58,49.33,37.5,0.27,fair,True,,,-7.2,
Mega Evolution,Mega Evolution,71,Tyrogue,Common,Fighting,30.0,https://images.pokemontcg.io/me1/71.png,0,3.0,0.17,,0.17,0.13,0.27,fair,True,,,30.8,
Platinum,Platinum,46,Cranidos,Uncommon,Fighting,80.0,https://images.pokemontcg.io/pl1/46.png,0,3.0,1.27,0.62,1.27,0.97,0.27,fair,True,,,0.0,
Paldean Fates,Scarlet & Violet,72,Oinkologne,Uncommon,Colorless,130.0,https://images.pokemontcg.io/sv4pt5/72.png,0,3.0,0.11,0.04,0.11,0.08,0.27,fair,True,,,0.0,
Vivid Voltage,Sword & Shield,115,Steelix V,Rare Holo V,Metal,250.0,https://images.pokemontcg.io/swsh4/115.png,0,3.0,0.98,1.17,0.98,0.74,0.27,fair,True,,,4.3,
Unbroken Bonds,Sun & Moon,156,Porygon2,Uncommon,Colorless,80.0,https://images.pokemontcg.io/sm10/156.png,0,3.0,0.43,0.28,0.43,0.33,0.27,fair,True,,,-10.4,
Paradox Rift,Scarlet & Violet,82,Tinkatink,Common,Psychic,60.0,https://images.pokemontcg.io/sv4/82.png,0,3.0,0.16,0.03,0.16,0.12,0.27,fair,True,,,14.3,
